Date;BTC amount;Channel;Donor;USD amount
2013-12-08 03:43:18;0.1;Stefan Molyneux;[PubkeyHashAddress(1GJLZiRiD6HPK91xjQYye4BC4SYVgdgz2C), PubkeyHashAddress(1FomyJKHpDQQ1NwNyF19U6uM4NSEhaXFGs)];79.53968
2013-12-08 07:11:40;0.00679006;Stefan Molyneux;[PubkeyHashAddress(1J3NbxZkfmb6N7Y4475D24dxi3RfAqXAWw)];5.4007919958079995
2013-12-08 11:14:31;0.01;Stefan Molyneux;[PubkeyHashAddress(135fRyDTwSzr9XzA6v6NecEYwt7MUWR6Ei)];7.953968
2013-12-08 20:23:06;0.005;Stefan Molyneux;[PubkeyHashAddress(14CSwnRTuURtJuduq3pe7AfT9P261ACaS7)];3.976984
2013-12-08 20:28:10;0.0269;Stefan Molyneux;[PubkeyHashAddress(1Pi1tEDZJcMmNbXXPVLsZGPtS87bv5GR9q)];21.39617392
2013-12-09 03:45:27;0.001;Stefan Molyneux;[PubkeyHashAddress(1F32sAuWX8bhS26pNjWmvdzed67ziqo352)];0.8980222
2013-12-09 11:12:57;0.01078051;Stefan Molyneux;[PubkeyHashAddress(1Dd5gGwKYF4uaZf7S4ZydkhpJ8eKDq6qAC)];9.681137307322
2013-12-09 14:18:58;0.0005;Stefan Molyneux;[PubkeyHashAddress(1ESnX4RHrwAL4Yr9DyLDv4STUTjDTM88sb)];0.4490111
2013-12-09 18:40:41;0.00780104;Stefan Molyneux;[PubkeyHashAddress(1LfFerUq1zCdxVcTmGRzJoRp2uHkGSPf9D)];7.005507103088
2013-12-09 19:14:30;0.0001;Stefan Molyneux;[PubkeyHashAddress(14hyKgENL22Jmb68XxwxRddpZiYLn7YJff), PubkeyHashAddress(14hyKgENL22Jmb68XxwxRddpZiYLn7YJff)];0.08980222
2013-12-09 20:19:39;0.01126923;Stefan Molyneux;[PubkeyHashAddress(18jsL2JqXjMB9Ao3sG98DVSoBXkQxkYjWv)];10.120018716906
2013-12-10 07:41:41;0.01;Stefan Molyneux;[PubkeyHashAddress(12H9zZ7gaRVYrnRanwRWwdg4CSrpBPpKZM)];9.899975
2013-12-10 09:48:47;0.0006;Stefan Molyneux;[PubkeyHashAddress(1JUhXDV8xQe7aDCthbmHk2yaeonbCzr87w)];0.5939984999999999
2013-12-10 16:17:20;0.00017654;Stefan Molyneux;[PubkeyHashAddress(164EaZj81EdhafwUXAxBgAd5i5YLX5X9Wd)];0.17477415864999998
2013-12-11 19:30:32;0.005;Stefan Molyneux;[PubkeyHashAddress(1NT1vR65DhS9X9tsxY9G5EPM8wX7LzHwYa)];4.4163085
2013-12-12 00:57:37;0.01;Stefan Molyneux;[PubkeyHashAddress(1CSxbXFD9AHsucW9D1GMoHB5RpiAjCyY8G)];8.757474
2013-12-12 11:54:07;0.01;Stefan Molyneux;[PubkeyHashAddress(1JxRhMgvWMSiHZAdbvpUYW9YiAHXrZdf7a), PubkeyHashAddress(1HegJnpofVdfrknvqvJck1KCy9QSoFCHFA), PubkeyHashAddress(1M8phJH2NcXXuqGN2istgoELLEkq2t6Lyk), PubkeyHashAddress(1PTuZcvnhm8AH2APisQ6De8mzqgwAw69Br)];8.757474
2013-12-12 14:49:45;0.02031519;Stefan Molyneux;[PubkeyHashAddress(17jcgmUD8VqhkPv6mxK2xS3WAW9E3XEUkR), PubkeyHashAddress(17jcgmUD8VqhkPv6mxK2xS3WAW9E3XEUkR)];17.790974823006
2013-12-12 16:02:18;0.02;Stefan Molyneux;[PubkeyHashAddress(1Cv59MyiUgGcCqhQSmAs3iHWUpD7MtCFw5), PubkeyHashAddress(17TVVKPWrDGj8ATUMRA12ZPqMsahbBu78Q)];17.514948
2013-12-13 05:18:47;0.005;Stefan Molyneux;[PubkeyHashAddress(1DmW69rFYVVnv1Nq3T5o4fvMT5AYMNVBe7)];4.4910559999999995
2013-12-13 10:17:02;0.038;Stefan Molyneux;[PubkeyHashAddress(1Dhq36LykzKcYgyY1BaSHx8mJhePFs2bfF)];34.1320256
2013-12-13 21:57:10;0.00109052;Stefan Molyneux;[PubkeyHashAddress(1MDtZwpzDV1zqfvg1SNfxXdyFmjFuAcCeM)];0.979517277824
2013-12-14 18:37:46;0.01;Stefan Molyneux;[PubkeyHashAddress(1EgB6WJKJpqFbaUiH74A4LVgNskofqyn6h)];8.67495
2013-12-14 18:46:16;0.05;Stefan Molyneux;[PubkeyHashAddress(1M2vBfwXNnR87ZBQd3AUU1qtPQnEiop61f)];43.374750000000006
2013-12-14 18:57:00;0.5;Stefan Molyneux;[PubkeyHashAddress(14EBg7fE6Bd2oFvG9ykBa6JuoGkkCqjuft)];433.7475
2013-12-15 00:29:09;0.02;Stefan Molyneux;[PubkeyHashAddress(15HTfwyhSXG9L6mxgnoCoWvvzyN981xrL7)];17.589384
2013-12-15 05:12:39;0.00600269;Stefan Molyneux;[PubkeyHashAddress(1JZP4L8bew2CfVEDkR1HtxjPUUiKT4vf5f)];5.279180972148
2013-12-15 20:05:02;0.03;Stefan Molyneux;[PubkeyHashAddress(1Jz6UFoHKNdc8cqyq9wTF82d1T4HKD2pxV), PubkeyHashAddress(1G1ErTyAgdxc5nRvmxa13JpH19ssjUgjWj)];26.384076
2013-12-15 20:28:54;0.06919182;Stefan Molyneux;[PubkeyHashAddress(13FM8JRa1T6m1uGjxgFgyefSkEJrZXm4AR)];60.852074581944
2013-12-16 03:52:40;0.0055017;Stefan Molyneux;[PubkeyHashAddress(1DuRe8tqm1dCPzs4hcHcGoUgzXN58dp599)];3.9200052636000002
2013-12-16 08:49:52;0.00454975;Stefan Molyneux;[PubkeyHashAddress(1AhYNAoMxDPD7bnNvxuSY9FB1CDviEuqzZ)];3.2417332730000004
2013-12-16 15:36:57;0.00109282;Stefan Molyneux;[PubkeyHashAddress(1Gd6ALPgHwv9F6ANcdwZS8K7Y8ioReUXaT)];0.77864299256
2013-12-17 07:32:33;0.0067968;Stefan Molyneux;[PubkeyHashAddress(1KmqcDDxaqeU7BiUw6KqMRtLTPAgoQiQdA)];4.6479291494399995
2013-12-17 08:23:19;0.00651042;Stefan Molyneux;[PubkeyHashAddress(19vdfz52EpC3Tt5iQyrQMEsWrE4UaAbFr)];4.452090821136
2013-12-17 23:15:27;0.0001;Stefan Molyneux;[PubkeyHashAddress(1NApQygJz3grT2bKfEiSWBqB3gtdHMqNhX), PubkeyHashAddress(1NApQygJz3grT2bKfEiSWBqB3gtdHMqNhX), PubkeyHashAddress(1NApQygJz3grT2bKfEiSWBqB3gtdHMqNhX), PubkeyHashAddress(1NApQygJz3grT2bKfEiSWBqB3gtdHMqNhX), PubkeyHashAddress(1NApQygJz3grT2bKfEiSWBqB3gtdHMqNhX), PubkeyHashAddress(1NApQygJz3grT2bKfEiSWBqB3gtdHMqNhX), PubkeyHashAddress(1NApQygJz3grT2bKfEiSWBqB3gtdHMqNhX), PubkeyHashAddress(1NApQygJz3grT2bKfEiSWBqB3gtdHMqNhX)];0.06838408
2013-12-18 11:23:34;0.00084539;Stefan Molyneux;[PubkeyHashAddress(1122XpZX6wUR3b3XFHvy9uW8xYkcCVNdJd)];0.44148700523199996
2013-12-18 19:26:27;0.013;Stefan Molyneux;[PubkeyHashAddress(1GGY2ZD5mZMWGq54htPE7FL9GEXyD5snjV)];6.788974399999999
2013-12-18 21:07:05;0.033;Stefan Molyneux;[PubkeyHashAddress(1HzCaBkDpNpWNsyapffNVg5L7YN9BG2LjJ), PubkeyHashAddress(12unw1kiQ5AqerQrXgHDQrboE8ifa57eiQ), PubkeyHashAddress(1NY2dQyu729ran7AqsYothUZoduwKStLeY), PubkeyHashAddress(1NbzkbPjgiDYTwgQj9B9dt4n1M4nBcDFXE)];17.2335504
2013-12-18 23:20:44;0.9;Stefan Molyneux;[PubkeyHashAddress(1NpzDxxzr9TLg8vSdqf1jiixCyUUEyPScz)];470.00592
2013-12-18 23:20:44;0.01995585;Stefan Molyneux;[PubkeyHashAddress(1NpzDxxzr9TLg8vSdqf1jiixCyUUEyPScz)];10.42151959848
2013-12-19 02:05:46;0.057;Stefan Molyneux;[PubkeyHashAddress(17Tzk86aAGvse9LNQfZRobT1eqFubXuzKk)];39.8116671
2013-12-19 03:58:35;0.01;Stefan Molyneux;[PubkeyHashAddress(1LYzCnVZxZNTK2VbPkXRACVuVKgNa7yYV9)];6.984503
2013-12-19 06:56:20;0.01;Stefan Molyneux;[PubkeyHashAddress(13QoAS21DbfZ5oiXuXAiaqhbSGyMQnGDKU)];6.984503
2013-12-19 07:07:21;0.1;Stefan Molyneux;[PubkeyHashAddress(16V5N2KVz2nUpLgqVVFkkWF1nguCqg3yLU)];69.84503
2013-12-19 20:20:31;0.00074054;Stefan Molyneux;[PubkeyHashAddress(1Q3uXbD3i3753sgMzmopH9EJNfQXkiVA1h)];0.517230385162
2013-12-21 02:42:33;0.01548;Stefan Molyneux;[PubkeyHashAddress(13itEx72MX8KYaUPfvtPk95brFeLJMSXsm), PubkeyHashAddress(1Du2E5obhi5e5LyoVNqtZ61iMTi5AzLLzp)];9.426759624
2013-12-21 05:47:27;0.00782;Stefan Molyneux;[PubkeyHashAddress(18wcpLmS826ieKwkWCWNTsRA7S9vbFuDCL), PubkeyHashAddress(1DmLMd2c3EHZqebe3ReUzWadp4P8Wwkt8o)];4.762096916
2013-12-21 05:51:28;0.0367496;Stefan Molyneux;[PubkeyHashAddress(1MmkTP8tjsurMvHkU5QvXEmTatHESi2RT8)];22.37917606448
2013-12-21 18:55:24;0.25;Stefan Molyneux;[PubkeyHashAddress(12cLMeTDVQoyisPsckY14gW5gcijrRYpZF)];152.24095
2013-12-23 01:46:32;0.189;Stefan Molyneux;[PubkeyHashAddress(1J69J2VCWybzX3yZQbHDhV1j8QhgKWurgy)];127.2286953
2013-12-24 12:36:25;0.04;Stefan Molyneux;[PubkeyHashAddress(1FTFwLd5kCUPPtTxSd5Wkumbtd3tEkTHxB), PubkeyHashAddress(19kvpecm2kk4DF1Wu7jsgntK2d48YvsCqA), PubkeyHashAddress(1J2vA6G2GdUuoKpfqXbqgUpx5nMhAbC9c6)];26.704812000000004
2013-12-24 20:52:45;0.1;Stefan Molyneux;[PubkeyHashAddress(16R74xSx81VfhqUcYxLaqpCzo3qNiaBWxT)];66.76203000000001
2013-12-24 21:46:45;0.0016;Stefan Molyneux;[PubkeyHashAddress(1BE4FaJ3dxPYNUve4M39nvbAS8gkVudovF)];1.0681924800000002
2013-12-25 06:09:41;0.1;Stefan Molyneux;[PubkeyHashAddress(1BC8dAiJUMdaRDTNWzBwTY2mwkr4m34Y5P)];68.73557
2013-12-25 08:56:43;0.01564;Stefan Molyneux;[PubkeyHashAddress(1CqZn5fi8rdKGuYhGzuoy9VC3usHfsMQwj), PubkeyHashAddress(14rYZSdMBBPxMMiFQ9F2GZjzHPmWdv32vp)];10.750243148000001
2013-12-25 12:58:42;0.00011682;Stefan Molyneux;[PubkeyHashAddress(132AFuLedvFGcXdL9SeZYXeumudYrnfM6L)];0.08029689287399999
2013-12-25 21:14:24;0.1;Stefan Molyneux;[PubkeyHashAddress(12NougGkf9RJF7n7KeagHJd8z5agZAs5vT)];68.73557
2013-12-25 23:12:38;0.03551766;Stefan Molyneux;[PubkeyHashAddress(196pVr8xpDfTwMx6hFCCicgBzADpJvkihE)];24.413266051662
2013-12-26 00:51:09;0.007;Stefan Molyneux;[PubkeyHashAddress(1DJnpwUAWm1x7SGqijZTpYfeu1MPHhEZdL), PubkeyHashAddress(1Ky2LdPXuVvVY6hKLMrLK5TsgTvqzs6kMM)];5.3564469
2013-12-26 12:52:14;0.255319;Stefan Molyneux;[PubkeyHashAddress(1HX9TPLU1sEyKRZ6z4DteYHgfbpwTBmfUk)];195.37180943730002
2013-12-26 19:25:00;0.05;Stefan Molyneux;[PubkeyHashAddress(14h8Z7Y9Jp6JJmoQniv3W2nz9QhQ5TapWE), PubkeyHashAddress(133aDFi6MYfN7zB2jGdmdYu4egwhkxYKGe)];38.260335
2013-12-27 00:15:35;0.023;Stefan Molyneux;[PubkeyHashAddress(1LLrxw4qw8dcpMyeGyzF7yKEgyL3YieaUN)];17.1746336
2013-12-27 13:26:26;0.005;Stefan Molyneux;[PubkeyHashAddress(1KMeeYDzMn5H7y1Jcab9pVN8NPJpJgjftz)];3.733616
2013-12-27 13:51:57;0.001;Stefan Molyneux;[PubkeyHashAddress(16vM7SusfMuQ7uCStt2z8TgGfWFB7bSAsi)];0.7467232
2013-12-27 19:36:28;0.01;Stefan Molyneux;[PubkeyHashAddress(1CRZD6zbddgK2t8QRKHXjoUqnVUUVyAze6)];7.467232
2013-12-28 17:05:16;0.01;Stefan Molyneux;[PubkeyHashAddress(1AoKH8LNHQZDhws4F2EC63KqwrK3qDDg6f)];7.304715
2013-12-28 17:15:55;0.02;Stefan Molyneux;[PubkeyHashAddress(1JFHStosByCjUMGVbxCfhTKhhK4zbi36o9), PubkeyHashAddress(1JFHStosByCjUMGVbxCfhTKhhK4zbi36o9), PubkeyHashAddress(1JFHStosByCjUMGVbxCfhTKhhK4zbi36o9), PubkeyHashAddress(1JFHStosByCjUMGVbxCfhTKhhK4zbi36o9)];14.60943
2013-12-28 18:53:24;0.0212;Stefan Molyneux;[PubkeyHashAddress(1C6xa3uGxrd51UuwaY8CoXegcpRvSuMWoC)];15.4859958
2013-12-28 19:08:11;0.08;Stefan Molyneux;[PubkeyHashAddress(18g89MdXsQP5YszMwraTzagGm56kshaJ76), PubkeyHashAddress(1JsoSJDqY94zxk1hhTdLUAN84Q7CzW6unD)];58.43772
2013-12-28 21:12:08;0.025;Stefan Molyneux;[PubkeyHashAddress(1J43frmRw7b5MV9vRybbt2DbiaAr4q7ckb), PubkeyHashAddress(1J43frmRw7b5MV9vRybbt2DbiaAr4q7ckb)];18.2617875
2013-12-28 21:45:19;0.01;Stefan Molyneux;[PubkeyHashAddress(14oTwpjMXJvusVeHnfWtjwzvtw5zZoFEqG)];7.304715
2013-12-28 22:35:26;0.01;Stefan Molyneux;[PubkeyHashAddress(17b8moFGKrRr4m43GZkSgnBqm1Dp1EsEq5)];7.304715
2013-12-28 22:36:21;0.01383;Stefan Molyneux;[PubkeyHashAddress(18vBd6wtcSgki34wjtRRiKJfg4sjuhLmKo), PubkeyHashAddress(19DwZqxNUGKeMjfmNq1C3HFRtEgFBhpFas)];10.102420845
2013-12-28 22:36:21;0.00091987;Stefan Molyneux;[PubkeyHashAddress(1DyenRbJg6JT4QoFUxaSZfZGJjtWYA3rU9), PubkeyHashAddress(1DyenRbJg6JT4QoFUxaSZfZGJjtWYA3rU9)];0.671938818705
2013-12-28 23:22:42;0.01;Stefan Molyneux;[PubkeyHashAddress(1KFi7nvFBmPkrUzaiMyDYRzj2dorQdHbkJ), PubkeyHashAddress(1A87FJbc8uefrszk1nP9CqYhphdqaJMjfT)];7.304715
2013-12-29 01:09:16;0.2;Stefan Molyneux;[PubkeyHashAddress(1QJDkynJQDLznKXczeGKp1AGrVWm3217DG)];149.01424
2013-12-29 02:30:33;0.07015;Stefan Molyneux;[PubkeyHashAddress(1QKZS82MvU8PBxstbBK37PspfkdRRFo6eB), PubkeyHashAddress(1L9CepUxv7c6ijfM557sSUbgNG29ZnGJMn), PubkeyHashAddress(1AxGQ2cunKCi2f36Zckjtim4WqqJx5UY9p)];52.26674468
2013-12-29 03:35:26;0.0006968;Stefan Molyneux;[PubkeyHashAddress(1HK7qNY7B2ziksg4MWLmLgTGeGfKYaNnAq)];0.51916561216
2013-12-29 03:35:26;0.03509904;Stefan Molyneux;[PubkeyHashAddress(18TSoDTbKFU9dx3eVWBKXZq1SvrsPEdxnY)];26.151283851647996
2013-12-29 05:42:02;0.02798;Stefan Molyneux;[PubkeyHashAddress(1P16d7QZge16YeogyQpb8yT5p5VMo359NM), PubkeyHashAddress(1Md1NYdpdmtxPRvAuS9XHzhHEw2uKTXz5j)];20.847092176
2013-12-29 07:44:06;0.002094;Stefan Molyneux;[PubkeyHashAddress(149QeRWEYg8APEuchj2U4QLgp49qMgYxdT), PubkeyHashAddress(14U5w3fyy949VX53mUbktLun9fZsjPMDPR), PubkeyHashAddress(1QLToJ8TchvU3YWkEUZqV65kwZPFoYqrwS)];1.5601790928
2013-12-29 08:06:10;0.025;Stefan Molyneux;[PubkeyHashAddress(1G1uk7MtgThKCHdTXc2t5rVR5x7B29NcWh)];18.62678
2013-12-29 10:11:00;0.01171198;Stefan Molyneux;[PubkeyHashAddress(1BEwAro6btyd5YEsFF9KgQgottom8CPCze), PubkeyHashAddress(13i8ELeP6E3p67NFtTK6BXcihKzTVVkZJz)];8.726258992976
2013-12-29 16:42:11;0.05;Stefan Molyneux;[PubkeyHashAddress(1E41hz2J3SdyBYfZAqd9uA1jTafqUPEQoW), PubkeyHashAddress(12NB4KbqYmcQKtKNbc5jgvf2iM6gGWNzd5)];37.25356
2013-12-29 17:23:13;0.02794;Stefan Molyneux;[PubkeyHashAddress(16erDcFNXsABjgMaumLgevepa7ErRNkE3D), PubkeyHashAddress(1Jjs1txzvsM6PBQk4nqQvUhYKQwygtYC2k)];20.817289327999998
2013-12-29 17:23:13;0.02;Stefan Molyneux;[PubkeyHashAddress(13BaoVRJRwnDR7hnmpjR9HzPFZZ9AwtoGf), PubkeyHashAddress(1rXVinxmjdeiBgEyHGcrk3XuXSV8HjJy3)];14.901424
2013-12-29 17:36:38;0.00433905;Stefan Molyneux;[PubkeyHashAddress(17HrUE8T3wd9pDpofUaRYZfxJcUxxSpiWd)];3.23290119036
2013-12-29 18:50:06;0.00281;Stefan Molyneux;[PubkeyHashAddress(188ZxygLdUpBrmb2hxG1gmhdtZPdajTWk2), PubkeyHashAddress(1LkcUSq7HV1VgDp6smFBDHW8DJML6BZn2U)];2.093650072
2013-12-29 19:23:25;0.014;Stefan Molyneux;[PubkeyHashAddress(1FypTcssmCgBwg4PXSwM5eFU5VkYoSJoeN), PubkeyHashAddress(1k8F4fjWmAW5u7apy1eh9rks8Ajd4daQu)];10.430996799999999
2013-12-29 19:57:39;0.0699;Stefan Molyneux;[PubkeyHashAddress(12RyFCcDJMtxpag4LyymX2Qv82BQnbNwFC), PubkeyHashAddress(1Fq27PDXcdt4QEHEZBh8xBfTgUnLf5TQRQ)];52.08047688
2013-12-29 20:45:03;0.06;Stefan Molyneux;[PubkeyHashAddress(1HN15jUQfvfsrHsYVPs5tQ5pY9CkjBvEW8)];44.704271999999996
2013-12-29 20:45:03;0.10621333;Stefan Molyneux;[PubkeyHashAddress(1C9PBzAHjhXwstUpTopEgjB8EPToW23BHK)];79.136493239096
2013-12-29 21:19:11;0.01074067;Stefan Molyneux;[PubkeyAddress(1DLzDzJS6brqRxVSPTTreNGcHT863Ys45j)];8.002563885704001
2013-12-29 23:08:11;0.05;Stefan Molyneux;[PubkeyHashAddress(19Uvs9d2b5aFzyuWsr3LL4WY7Gk9ZX9ns2), PubkeyHashAddress(19Uvs9d2b5aFzyuWsr3LL4WY7Gk9ZX9ns2), PubkeyHashAddress(19Uvs9d2b5aFzyuWsr3LL4WY7Gk9ZX9ns2), PubkeyHashAddress(19Uvs9d2b5aFzyuWsr3LL4WY7Gk9ZX9ns2), PubkeyHashAddress(19Uvs9d2b5aFzyuWsr3LL4WY7Gk9ZX9ns2)];37.25356
2013-12-30 01:26:00;0.00687;Stefan Molyneux;[PubkeyHashAddress(1GxWKokiYnnAjaRw3akfgh6kW5rpBhZ1SJ), PubkeyHashAddress(1EyET9jL6yqc85vCCQtdsVLpqCy2PACC17)];5.185232115
2013-12-30 02:15:26;0.001;Stefan Molyneux;[PubkeyHashAddress(1C36kL4U4UkfQq5HaFWVk3R1pK3dEKNNsN), PubkeyHashAddress(1C36kL4U4UkfQq5HaFWVk3R1pK3dEKNNsN)];0.7547645000000001
2013-12-30 06:45:09;0.06;Stefan Molyneux;[PubkeyHashAddress(19SNdA7UShxwPWpdLFAen8t4NariHawLhP)];45.285869999999996
2013-12-30 11:06:24;0.01;Stefan Molyneux;[PubkeyHashAddress(1GJKe9nrinwtshyvaRvUkotLGG7nQTaWrn)];7.547645
2013-12-30 17:25:15;0.0068;Stefan Molyneux;[PubkeyHashAddress(1FVabxoTnYESD6CUhALREHTDj4iLP3LdjZ)];5.1323986
2013-12-30 20:18:53;0.00399058;Stefan Molyneux;[PubkeyHashAddress(171JhHQpyAnPv78tRsZokLQrx81GXLPJzZ)];3.01194811841
2013-12-31 01:05:00;0.0001;Stefan Molyneux;[PubkeyHashAddress(1qjrtHHpjtf4EMsyqKVqKNGz3tR4Gew9D)];0.07574953000000001
2013-12-31 04:49:48;0.00696456;Stefan Molyneux;[PubkeyHashAddress(1C7KGRUzVGAbdGPg39x9UTsTD1jHipfDf5)];5.275621466568
2013-12-31 13:31:43;0.00043553;Stefan Molyneux;[PubkeyHashAddress(1EEAHURFGKJhpBhjHe2qoX2FT8Tf1pMcCP)];0.32991192800900004
2013-12-31 17:13:25;0.02034;Stefan Molyneux;[PubkeyHashAddress(15yvaLG7DHtduhDjTB6yShe6C1YpiF6qym), PubkeyHashAddress(1128iAr18b9kdkhMgDWZhM74PQbtBhJznY), PubkeyHashAddress(1BJ4HWZY1xm1eJ6QpfnWgS3dkBHc3Tgabj)];15.407454402
2013-12-31 20:34:19;0.05;Stefan Molyneux;[PubkeyHashAddress(1FdJASrywHq9xDZbKj98pkhhFx9LzuMaB1), PubkeyHashAddress(1LyxHoFKbKpynUF3dTyjYQNTFj47kZpeHY)];37.874765000000004
2014-01-01 03:47:13;0.09;Stefan Molyneux;[PubkeyHashAddress(1BMdpTyQtRqaRTkuB5T9h7DH4FooJfDLny), PubkeyHashAddress(1BKVmCPKrmsvuRCPhRPzQrqaenTbKmsnft)];69.339213
2014-01-01 03:52:00;0.1;Stefan Molyneux;[PubkeyHashAddress(1KVuDybd22qSKmMDsancVZgUySfBWJ3cWR), PubkeyHashAddress(1KVuDybd22qSKmMDsancVZgUySfBWJ3cWR)];77.04357
2014-01-01 21:33:08;0.0099;Stefan Molyneux;[PubkeyHashAddress(16fRUrkdNyppFiKNdFryDCUbSccGfsbJ3A)];7.627313430000001
2014-01-01 22:29:56;0.07;Stefan Molyneux;[PubkeyHashAddress(1LqeZH7qQJ1v3WG894ddfmwWbFkxY6LrV9), PubkeyHashAddress(1GvULn7esKs2fRqtau9Vc1oCHMHQHvU21b), PubkeyHashAddress(15Vegw4C7D7yeBBpidzPcckT89ztbDmu17)];53.930499000000005
2014-01-02 00:58:38;0.02;Stefan Molyneux;[PubkeyHashAddress(1MsGeb4sdjW96XvCS6Sq2uHMB2D7bAqtq4)];16.16097
2014-01-02 02:25:59;0.01331;Stefan Molyneux;[PubkeyHashAddress(1K1yB17vqZXnpPbBpNBFGqiGUgLK7ZvGKy), PubkeyHashAddress(1CXs7tgsjXpxjxur23eM1J24PADBbKfR3p), PubkeyHashAddress(1AU4CZXzGVHFyNkpndPNoW6x2pJ1kmnSex)];10.755125535000001
2014-01-02 03:32:37;1.332e-05;Stefan Molyneux;[PubkeyHashAddress(1LY3N4vm4TUJ3xCyYPrnJy32oJ5CXKJdbC), PubkeyHashAddress(1LY3N4vm4TUJ3xCyYPrnJy32oJ5CXKJdbC), PubkeyHashAddress(1LY3N4vm4TUJ3xCyYPrnJy32oJ5CXKJdbC)];0.010763206019999999
2014-01-02 04:37:32;0.06685;Stefan Molyneux;[PubkeyHashAddress(1JqnuLLi6Qbt6CVkVFgTRAGkJfi7FNYPKY), PubkeyHashAddress(1GPapy5nXTZ5iqWzSk44PviQfqRjgS16Dn)];54.018042225
2014-01-02 05:38:37;0.001331;Stefan Molyneux;[PubkeyHashAddress(18Bd23FnhitFtT8Erp9BCtEwE3fMw6uh7j), PubkeyHashAddress(1AVRZrVSVP5bwyQzoAKxVEDKrUfRSwYqas)];1.0755125534999999
2014-01-02 06:05:50;0.001;Stefan Molyneux;[PubkeyHashAddress(1Mzat84e5PvncJsxY6rHEMQpRzrCLfL4Pz)];0.8080485000000001
2014-01-02 07:54:33;0.0065;Stefan Molyneux;[PubkeyHashAddress(12cKDC29ACYhBmBSHYvDLN31gPsXnHBgHQ)];5.25231525
2014-01-02 09:54:22;0.005;Stefan Molyneux;[PubkeyHashAddress(1PpH2dVN3EjTDL63g7uEfC5YAc2NQoY8xR)];4.0402425
2014-01-02 16:03:46;0.07752383;Stefan Molyneux;[PubkeyHashAddress(17S3L2kfLwRYdXNb7gzy2qaqhdsfUqzzJ2)];62.643014545755
2014-01-02 16:19:04;0.003;Stefan Molyneux;[PubkeyHashAddress(1C4CVhNHd3qfkYmxKHJij89gUaJxDFVM4n), PubkeyHashAddress(1A5hA1rPKUt4XQTBS5KT6yBeP2YjmhtLax)];2.4241455
2014-01-02 18:15:22;0.15;Stefan Molyneux;[PubkeyHashAddress(112AkLHN9988txqLydibdCPpaNZReV1S8C)];121.207275
2014-01-02 18:37:03;0.01976;Stefan Molyneux;[PubkeyHashAddress(1K25RNJkDQxUZVB1YUqfSVMmQUa1uKVTJ1), PubkeyHashAddress(19XprdfuEwqRiHj49MYLuQXCU1eGvbFeVC)];15.96703836
2014-01-02 20:46:52;0.00125;Stefan Molyneux;[PubkeyHashAddress(1DVy294ESrrnc5Z11qzPaaacbcvyuh25BD)];1.010060625
2014-01-03 01:36:04;0.01906;Stefan Molyneux;[PubkeyHashAddress(1QJt67nzhoa71t4gDCZHe9LaWzugCK7FmR), PubkeyHashAddress(1H8Q4K3ZpyWvFktw8m6y8v9L14QY471hEt)];15.82025744
2014-01-03 07:53:58;0.00255438;Stefan Molyneux;[PubkeyHashAddress(1J68eajnyueiLeYdaBUiVySFhPiwpafzmY)];2.12019670512
2014-01-03 14:27:05;0.0007;Stefan Molyneux;[PubkeyHashAddress(14HPLDodJknecvKYBzQd6RoCQL5yz2LNsP)];0.5810168
2014-01-03 22:25:56;0.00046818;Stefan Molyneux;[PubkeyHashAddress(1L2BgTd56LXUtW9e2JLMDRmgywvK38L9Sc)];0.38860063632
2014-01-04 03:48:24;0.25;Stefan Molyneux;[PubkeyHashAddress(1MF6Qb2q1WTmnzqiWytGN4z2xbBZVpF4SQ)];214.745825
2014-01-04 21:42:02;0.02415459;Stefan Molyneux;[PubkeyHashAddress(1KbHSXoMvsYfzCozqPuoUpocPhrazrtdLf), PubkeyHashAddress(1KbHSXoMvsYfzCozqPuoUpocPhrazrtdLf), PubkeyHashAddress(1KbHSXoMvsYfzCozqPuoUpocPhrazrtdLf)];20.748389428347
2014-01-05 01:02:00;0.035;Stefan Molyneux;[PubkeyHashAddress(12HEpQ45p1ahtG5BHP3YdGKRtR1fPaLJwj)];32.90340200000001
2014-01-05 01:08:23;0.054;Stefan Molyneux;[PubkeyHashAddress(1Ei7Ge8ZWZW8uDUiMydrdz5bQtsNz1VZRb)];50.7652488
2014-01-05 01:09:04;0.12;Stefan Molyneux;[PubkeyHashAddress(13Naa7hCTbTneSxes5fb4Psy2qBbxyVnCF)];112.81166400000001
2014-01-05 05:20:05;0.025;Stefan Molyneux;[PubkeyHashAddress(15MasrEwy3jddmtr44BKZqoJJAWGwiPqgx), PubkeyHashAddress(1KELuePTyuST8v5CWkv6JFuGQQDQSwLJSP)];23.502430000000004
2014-01-05 07:35:46;0.04;Stefan Molyneux;[PubkeyHashAddress(15VnzWkPfc46cppd86cFdM3GekvnBFaQJk)];37.603888000000005
2014-01-05 09:19:13;0.001;Stefan Molyneux;[PubkeyHashAddress(12RLVpztswS2JC5M1xxWCLGtja95i7nobK), PubkeyHashAddress(13NrLHv6Gh8aATYn7yhSGEiqCKwB2YMo9v)];0.9400972000000001
2014-01-05 14:32:26;0.001;Stefan Molyneux;[PubkeyHashAddress(1BoevjNWAaFRLMESQHN79qmfFCRPx88XCH)];0.9400972000000001
